,probe_id
96024,cg13641837
96025,cg07536102
96026,cg20640261
96027,cg01567754
96028,cg10471976
96029,cg10888644
96030,cg17146617
96031,cg16174348
96032,cg17971171
96033,cg06865309
96034,cg21312551
96035,cg01874152
96036,cg00738085
96037,cg27148124
96038,cg01112643
96039,cg05940703
96040,ch.3.6830780F
96041,cg23816537
96042,cg19304096
96043,cg10820203
96044,cg22854393
96045,cg19560979
96046,cg25623977
96047,cg02489478
96048,cg21057435
96049,cg01103582
96050,cg11535506
96051,cg13301722
96052,cg05366982
96053,cg10113589
96054,cg22693205
96055,cg22818556
96056,cg21358380
96057,cg24614671
96058,cg14578500
96059,cg08246800
96060,cg01520588
96061,cg05143842
96062,cg07874983
96063,cg03058733
96064,cg24520755
96065,cg16599568
96066,cg03949978
96067,cg00289503
96068,cg15842218
96069,cg04021497
96070,cg05730369
96071,cg08432846
96072,cg17434273
96073,cg02793400
96074,cg06509933
96075,cg15631343
96076,cg06232845
96077,cg02782052
96078,cg01471036
96079,cg13965924
96080,cg06180047
96081,cg19468883
96082,cg20486246
96083,cg19951743
96084,cg02849750
96085,cg07116094
96086,cg22743752
96087,cg16790390
96088,cg14203613
96089,cg20807545
96090,cg24645149
96091,cg18420781
96092,cg11120551
96093,cg11686154
96094,cg14102832
96095,cg24026290
96096,cg23019037
96097,cg03179496
96098,cg07290273
96099,cg17003395
96100,cg26757503
96101,cg03454876
96102,cg11508429
96103,cg10919889
96104,cg06380123
96105,cg00149492
96106,cg12590404
96107,cg13604154
96108,cg26994526
96109,cg23331303
96110,cg02376178
96111,cg08621203
96112,cg13771254
96113,cg25403974
96114,cg05268564
96115,cg03426174
96116,cg17377263
96117,cg00925871
96118,cg15742049
96119,cg04870918
96120,cg25139821
96121,cg15009575
96122,cg24548564
96123,cg11694634
96124,cg13342120
96125,cg04498153
96126,cg26464934
96127,cg00574742
96128,cg04516518
96129,cg06439589
96130,cg10795710
96131,cg23018091
96132,cg00106609
96133,cg06977036
96134,cg00747160
96135,cg08914932
96136,cg13828440
96137,cg09100343
96138,cg25771390
96139,cg06952006
96140,cg15958839
96141,cg04739228
96142,cg02385167
96143,cg09057412
96144,cg03598938
96145,cg26550938
96146,cg09486093
96147,cg06398114
96148,cg27170985
96149,cg25727671
96150,ch.X.258064R
96151,cg05025046
96152,cg27101883
96153,cg03052541
96154,cg04577052
96155,cg21265295
96156,cg19932523
96157,cg23526504
96158,cg06652675
96159,cg08738269
96160,cg07149022
96161,cg11412703
96162,cg11905488
96163,cg24648119
96164,cg10723431
96165,cg19942454
96166,cg09908041
96167,cg01378667
96168,cg26750742
96169,cg06513139
96170,cg18415686
96171,cg17999642
96172,cg20451680
96173,cg21831931
96174,cg15808008
96175,cg08263205
96176,cg14233855
96177,cg03015758
96178,cg12351068
96179,cg22380165
96180,cg07477034
96181,cg13190879
96182,cg02961807
96183,cg18973817
96184,cg25620676
96185,cg26466623
96186,cg15412201
96187,cg01360586
96188,cg01000996
96189,cg02326285
96190,cg25080571
96191,cg17577092
96192,cg13372513
96193,cg03210277
96194,cg18576210
96195,cg24222440
96196,cg16596106
96197,cg10254082
96198,cg22220502
96199,cg26556436
96200,cg05357108
96201,cg24830814
96202,cg05085682
96203,cg23831891
96204,cg24978383
96205,cg17546376
96206,cg09218727
96207,cg03076210
96208,cg15615968
96209,cg07725163
96210,cg26072352
96211,cg07466217
96212,cg07220650
96213,cg02341182
96214,cg15545878
96215,cg16481192
96216,cg26517470
96217,cg24622007
96218,cg01304890
96219,cg14390568
96220,cg00389918
96221,cg03465320
96222,cg10963255
96223,cg06319919
96224,cg24700485
96225,cg07725579
96226,cg02610438
96227,cg10726226
96228,cg03558688
96229,cg09679923
96230,cg25375916
96231,cg00599530
96232,cg23673620
96233,cg04919519
96234,cg03774540
96235,cg16656826
96236,cg15474894
96237,cg13272108
96238,cg24084693
96239,cg16163419
96240,cg08865521
96241,cg04018702
96242,cg11663421
96243,cg15611186
96244,cg03322129
96245,cg08481112
96246,cg16052237
96247,cg19494811
96248,ch.16.2072386R
96249,cg24861191
96250,cg11269599
96251,cg02161478
96252,cg03465562
96253,cg05984096
96254,cg05090351
96255,cg21608600
96256,cg00102512
96257,cg19419519
96258,cg06159296
96259,cg12488096
96260,cg22100821
96261,cg12799862
96262,cg16586538
96263,cg17684657
96264,cg27363691
96265,cg16945685
96266,cg13456086
96267,cg02845870
96268,cg22969950
96269,cg04316231
96270,cg15542741
96271,cg23260799
96272,cg03520879
96273,cg19350115
96274,cg19033838
96275,cg06898549
96276,cg24034459
96277,cg00051307
96278,cg25030888
96279,cg03096285
96280,cg01769501
96281,cg17145889
96282,cg09822001
96283,cg14376618
96284,cg04706627
96285,cg18936471
96286,cg01211906
96287,cg19604896
96288,cg14303478
96289,cg07847788
96290,cg12303341
96291,cg02020528
96292,cg18220560
96293,cg15731152
96294,cg02531193
96295,cg26114961
96296,cg19092999
96297,cg08197880
96298,cg06899237
96299,cg21572003
96300,cg10667484
96301,cg11671308
96302,cg12458913
96303,cg11147886
96304,cg11661281
96305,cg20825588
96306,cg03559064
96307,cg12648074
96308,cg12630596
96309,cg20009101
96310,cg06704093
96311,cg18673401
96312,cg06150302
96313,cg05436007
96314,cg27027069
96315,cg11202686
96316,cg14360663
96317,cg16714273
96318,cg09073989
96319,cg15360774
96320,cg18777299
96321,cg24451081
96322,cg15241779
96323,cg24570912
96324,cg06195293
96325,cg24608087
96326,cg14286320
96327,cg22984786
96328,cg16071681
96329,cg21267167
96330,cg02921923
96331,cg04552811
96332,cg24171875
96333,cg24615044
96334,cg07826642
96335,cg15848449
96336,cg15860114
96337,cg11949420
96338,cg08283595
96339,cg26710347
96340,cg16375048
96341,cg24513045
96342,cg16286281
96343,cg00989217
96344,cg04609482
96345,cg23098529
96346,cg12541721
96347,cg14427243
96348,cg05346899
96349,cg22419482
96350,cg16510278
96351,cg13000080
96352,cg17496921
96353,cg10641615
96354,cg03241909
96355,cg24509898
96356,cg08544436
96357,cg14225678
96358,cg17991695
96359,cg09304040
96360,cg06453691
96361,cg13578194
96362,cg22639561
96363,cg26276014
96364,cg05630272
96365,cg03937361
96366,cg27245646
96367,cg03060986
96368,cg06470804
96369,cg10199109
96370,cg15011734
96371,cg01861603
96372,cg20474788
96373,cg20770311
96374,cg06905471
96375,cg04337734
96376,cg03384175
96377,cg06948737
96378,cg25023941
96379,cg25817351
96380,cg06577604
96381,cg02165301
96382,cg24371954
96383,cg22686722
96384,cg05136724
96385,cg20941739
96386,cg13895393
96387,cg21344741
96388,cg01943155
96389,cg16293088
96390,cg05460776
96391,cg23435671
96392,cg24197303
96393,cg02392176
96394,cg07420961
96395,cg13053817
96396,cg13325346
96397,cg17769158
96398,cg02168857
96399,cg23153661
96400,cg15010372
96401,cg07388258
96402,cg20432671
96403,cg20956594
96404,cg03206717
96405,cg21760990
96406,cg04284063
96407,cg10119001
96408,cg01760756
96409,cg00358936
96410,cg07744435
96411,cg19019371
96412,cg07330634
96413,cg09730500
96414,cg14656778
96415,cg13260012
96416,cg12478720
96417,cg07222575
96418,cg26552464
96419,cg10757188
96420,cg09397359
96421,cg00934037
96422,cg01955745
96423,cg13900348
96424,cg21265702
96425,cg17177455
96426,cg12751432
96427,cg09540111
96428,cg18800143
96429,cg01235387
96430,cg10896456
96431,cg04057858
96432,cg05105207
96433,cg12743248
96434,cg09855662
96435,cg00703019
96436,cg13360562
96437,cg14496346
96438,cg08944421
96439,cg20318235
96440,cg25438517
96441,cg04709655
96442,cg08392484
96443,cg05862356
96444,cg13644300
96445,cg15077029
96446,cg06444723
96447,cg05281831
96448,cg12286861
96449,cg19684083
96450,cg06752267
96451,cg09548167
96452,cg05695991
96453,cg05070273
96454,cg26811904
96455,cg11221524
96456,cg01590314
96457,cg08441931
96458,cg05268769
96459,cg19453154
96460,cg27139419
96461,cg03011658
96462,cg03839418
96463,cg07286881
96464,cg19407965
96465,cg20442078
96466,cg09871057
96467,cg14436426
96468,cg13668471
96469,cg16399859
96470,cg02087005
96471,cg03768479
96472,cg05475543
96473,cg21091985
96474,cg24574111
96475,cg14053101
96476,cg27436184
96477,cg06706076
96478,cg26420444
96479,cg16338011
96480,cg10160975
96481,cg05335277
96482,cg23528037
96483,cg01171670
96484,cg03699385
96485,cg16058485
96486,cg02145319
96487,cg26793447
96488,cg06398908
96489,cg16246836
96490,cg06440946
96491,cg16353953
96492,cg25446086
96493,cg15542608
96494,ch.6.90007516R
96495,cg08204939
96496,cg05060175
96497,cg18113790
96498,cg05333146
96499,cg12440549
96500,cg20353489
96501,cg07485787
96502,cg12854248
96503,cg16801374
96504,cg22039638
96505,cg20938778
96506,cg14201597
96507,cg14301425
96508,cg26022315
96509,cg12961236
96510,cg15543489
96511,ch.4.2245532F
96512,cg06484432
96513,cg21141047
96514,cg05671758
96515,cg06549216
96516,cg02290168
96517,cg14238662
96518,cg03301165
96519,cg20172156
96520,cg00226849
96521,cg04580750
96522,cg26579145
96523,cg00718643
96524,cg16872071
96525,cg04398190
96526,cg25713625
96527,cg04408858
96528,cg13691441
96529,cg09449905
96530,cg20705390
96531,cg24719853
96532,cg11485465
96533,cg17505642
96534,cg05449607
96535,cg11790335
96536,cg01067137
96537,cg05716350
96538,cg08336641
96539,cg17929273
96540,cg22395807
96541,cg11698465
96542,cg21666675
96543,cg20216935
96544,cg07730329
96545,cg09652501
96546,cg08203352
96547,cg24487784
96548,cg25536373
96549,cg13445089
96550,cg13644052
96551,cg16541979
96552,cg09370183
96553,cg18219490
96554,cg02039271
96555,cg05774231
96556,cg22133161
96557,cg05137378
96558,cg10019467
96559,cg04461566
96560,cg25181236
96561,cg12115991
96562,cg07519471
96563,cg03950716
96564,ch.1.3571292R
96565,cg03216739
96566,cg19929403
96567,cg01403320
96568,cg13906792
96569,cg06659691
96570,cg15910502
96571,cg10761843
96572,cg02888513
96573,cg15699243
96574,cg12460433
96575,cg20103263
96576,cg12661766
96577,cg03963552
96578,cg26372612
96579,cg00346236
96580,cg23933164
96581,cg13926553
96582,cg23112745
96583,cg02611863
96584,cg26710469
96585,cg16818372
96586,cg08716396
96587,cg21729186
96588,cg26334518
96589,cg15891546
96590,cg13622436
96591,cg17500265
96592,cg26725638
96593,cg20180059
96594,cg10085203
96595,cg22079120
96596,cg12035269
96597,cg10225197
96598,cg25597233
96599,cg03779374
96600,cg01665633
96601,cg02070857
96602,cg19519626
96603,cg14603539
96604,cg06837799
96605,cg03490157
96606,cg09991587
96607,cg26307728
96608,cg21261027
96609,cg24804970
96610,cg03174521
96611,cg20156545
96612,cg03757501
96613,cg05156137
96614,ch.X.1084407R
96615,cg14270562
96616,cg22929104
96617,cg00264433
96618,ch.1.505031R
96619,ch.3.2658749R
96620,cg01746550
96621,cg04461705
96622,cg06957848
96623,cg11354991
96624,cg01311470
96625,cg27412975
96626,cg25809290
96627,cg02216879
96628,cg06223018
96629,cg00829063
96630,cg16649560
96631,cg03180404
96632,cg12854815
96633,cg13487553
96634,cg03546687
96635,cg14637002
96636,cg22322928
96637,cg26976908
96638,cg06677089
96639,cg23703427
96640,cg00315487
96641,cg26538468
96642,cg02172885
96643,cg03131732
96644,cg26530502
96645,cg21355100
96646,cg10064079
96647,cg11935041
96648,cg00540544
96649,cg26104640
96650,cg15456742
96651,cg06743811
96652,cg17701886
96653,cg08206536
96654,cg11182018
96655,cg19793598
96656,cg07003673
96657,cg24971490
96658,cg07316166
96659,cg10020373
96660,cg16689609
96661,cg10688991
96662,cg01253826
96663,cg19494252
96664,cg11774921
96665,cg04895345
96666,cg18686747
96667,cg26967875
96668,cg17610181
96669,cg02725821
96670,cg22187722
96671,cg11924517
96672,cg00247269
96673,cg15448829
96674,cg09758937
96675,cg01574788
96676,cg05073171
96677,cg21523719
96678,cg11311289
96679,cg01578293
96680,cg06461708
96681,cg03565584
96682,cg18176406
96683,cg14285013
96684,cg19248659
96685,cg06865612
96686,ch.1.930581F
96687,cg01986016
96688,cg25335107
96689,cg24440526
96690,cg00994583
96691,cg03733578
96692,cg00449067
96693,cg11513637
96694,cg01213519
96695,cg05914242
96696,cg22418668
96697,cg25537774
96698,cg18197963
96699,cg11855664
96700,cg10327440
96701,cg03225208
96702,cg06143615
96703,cg02305412
96704,cg16138161
96705,cg02768471
96706,cg25553198
96707,cg07749951
96708,cg17224892
96709,cg20384702
96710,cg16704889
96711,ch.9.137242878F
96712,cg07719077
96713,cg25371672
96714,cg05302036
96715,cg10841076
96716,cg07075268
96717,cg15366555
96718,cg17317391
96719,cg15333121
96720,cg15402232
96721,cg21302594
96722,cg21944234
96723,cg10557578
96724,cg00091781
96725,cg19835128
96726,cg20669710
96727,cg03805618
96728,cg08936549
96729,cg16029256
96730,cg20768515
96731,cg08970226
96732,cg16510485
96733,cg20052865
96734,cg06201264
96735,cg00251738
96736,cg02249030
96737,cg10473508
96738,cg24905739
96739,cg13635299
96740,cg11351837
96741,cg26968803
96742,cg07794367
96743,cg04398950
96744,cg03387346
96745,cg25611041
96746,cg17938623
96747,cg00569056
96748,cg20727362
96749,cg21969395
96750,cg08310608
96751,cg08469491
96752,cg02272710
96753,cg24900927
96754,cg22450933
96755,cg16490778
96756,cg00448814
96757,cg22875391
96758,cg09142405
96759,cg26196496
96760,cg08401657
96761,cg01295518
96762,cg24668990
96763,cg20458019
96764,cg02817770
96765,cg25049733
96766,cg06995548
96767,cg04153489
96768,cg26582085
96769,cg24268343
96770,cg26619317
96771,cg03524794
96772,cg19440670
96773,cg01372694
96774,cg03695236
96775,cg14277403
96776,cg20976831
96777,cg20945531
96778,cg02625237
96779,ch.16.61129843R
96780,cg03568287
96781,cg03399271
96782,cg10392840
96783,cg14814536
96784,cg23947050
96785,cg00709393
96786,cg17033854
96787,cg19360852
96788,cg07568344
96789,cg05468716
96790,cg07110801
96791,cg25193782
96792,cg18031708
96793,cg25095380
96794,cg27005179
96795,cg07303577
96796,cg21397287
96797,cg04055835
96798,cg01510218
96799,ch.1.219558214F
96800,cg22031706
96801,cg27454298
96802,cg22474754
96803,cg21474786
96804,cg10211530
96805,cg13408752
96806,cg07161062
96807,cg05989248
96808,cg01224451
96809,cg05113697
96810,cg24585346
96811,cg02473953
96812,cg16616370
96813,cg24764861
96814,cg07947531
96815,cg16584688
96816,cg07437384
96817,cg15352829
96818,cg08799191
96819,cg25417223
96820,cg02943074
96821,cg25653341
96822,cg15140619
96823,cg06226279
96824,cg05431171
96825,cg17645528
96826,cg24807889
96827,cg06127294
96828,cg02830351
96829,cg19820029
96830,cg02949838
96831,cg03091851
96832,cg06012011
96833,cg18279577
96834,cg00273543
96835,cg01400924
96836,cg08894685
96837,cg06835425
96838,cg00463767
96839,cg07264124
96840,cg19764399
96841,cg11586519
96842,cg00349982
96843,cg21696393
96844,cg13861429
96845,cg23283362
96846,cg23117796
96847,cg15457287
96848,cg16734795
96849,cg19020758
96850,cg24728281
96851,cg25243766
96852,cg10204868
96853,cg23209926
96854,cg10459202
96855,cg00948862
96856,cg19147483
96857,cg13227839
96858,cg25812146
96859,cg10112943
96860,cg13943052
96861,cg04050068
96862,cg13189271
96863,cg23389069
96864,cg04972545
96865,cg03881051
96866,cg05767254
96867,cg14624546
96868,cg14722162
96869,cg12972869
96870,cg18723442
96871,cg10042856
96872,cg14743291
96873,cg04301754
96874,cg23544833
96875,cg16956456
96876,cg20708332
96877,cg20949568
96878,cg21557108
96879,cg23304085
96880,cg24605288
96881,cg08211051
96882,cg24456654
96883,cg06636678
96884,cg10057436
96885,cg09244635
96886,cg05062896
96887,cg07019099
96888,cg13159037
96889,cg06526189
96890,cg05784088
96891,cg00119460
96892,cg20798574
96893,cg09382107
96894,cg21692726
96895,cg23003225
96896,cg01382936
96897,cg08785133
96898,cg08812593
96899,cg12437658
96900,cg13703437
96901,cg16523850
96902,cg05518543
96903,cg26627760
96904,cg06288684
96905,cg24166786
96906,cg11175977
96907,cg04449470
96908,cg13146874
96909,cg12912758
96910,cg16919028
96911,cg27253229
96912,cg26344776
96913,cg00087963
96914,cg03211388
96915,cg20769774
96916,cg04912501
96917,cg18449050
96918,cg02991464
96919,cg18974084
96920,cg19505458
96921,cg23458145
96922,cg08166272
96923,cg00409260
96924,cg16561743
96925,cg26098624
96926,cg10558494
96927,cg25877299
96928,cg22642777
96929,cg23278235
96930,cg01963696
96931,cg06700166
96932,cg24014462
96933,cg21494953
96934,cg16328412
96935,cg06759632
96936,cg09487373
96937,cg19460095
96938,cg19226593
96939,cg11354349
96940,cg25709146
96941,cg04610187
96942,cg04387475
96943,cg12828331
96944,cg08010094
96945,cg01253508
96946,cg03310906
96947,cg01344119
96948,cg14093630
96949,cg00360794
96950,cg03537374
96951,cg22937788
96952,cg19370346
96953,cg08825817
96954,cg04914283
96955,cg15402162
96956,cg15814675
96957,cg26312150
96958,cg08120462
96959,cg01919863
96960,cg00334550
96961,cg22859597
96962,cg04842553
96963,cg07881982
96964,cg15022015
96965,cg23177822
96966,cg00142378
96967,cg10266681
96968,cg18767244
96969,cg22657351
96970,cg20010135
96971,cg13825374
96972,cg05385377
96973,cg07753644
96974,cg19961720
96975,cg26038022
96976,cg14658867
96977,cg09638116
96978,cg06841648
96979,cg12241297
96980,cg19162496
96981,cg11245333
96982,cg20104535
96983,cg26291543
96984,cg09641027
96985,cg18224793
96986,cg19886087
96987,cg14242895
96988,cg19194233
96989,cg00082411
96990,cg16624994
96991,cg15898116
96992,cg16613854
96993,cg23570034
96994,cg10311833
96995,cg06537244
96996,cg07253126
96997,cg26269608
96998,cg03873826
96999,cg13153307
97000,cg09517075
97001,ch.6.83110103R
97002,cg26067361
97003,ch.20.437154R
97004,cg12351768
97005,cg00965643
97006,cg14148981
97007,cg16346236
97008,cg05625471
97009,cg22438006
97010,cg21126626
97011,cg00063699
97012,cg13765061
97013,cg01023870
97014,cg02350295
97015,cg19223411
97016,cg14269605
97017,cg27453301
97018,cg00919591
97019,cg02484634
97020,cg18435870
97021,cg09052401
97022,cg15090161
97023,cg10177030
97024,cg02094827
97025,cg20309078
97026,cg05685643
97027,cg15129777
97028,cg09695734
97029,cg09593454
97030,cg26706003
97031,cg11992375
97032,cg01029238
97033,cg19661705
97034,cg11362010
97035,cg09287420
97036,cg11422851
97037,cg23215587
97038,cg10681065
97039,cg09269811
97040,cg15048832
97041,cg14341575
97042,cg13634090
97043,cg26177041
97044,cg27123071
97045,cg13367883
97046,cg20863756
97047,cg18470539
97048,cg09090733
97049,cg25820858
97050,cg00627837
97051,cg22565389
97052,cg18300770
97053,cg19819571
97054,cg23109129
97055,cg16616918
97056,cg21403602
97057,cg02755131
97058,cg17355809
97059,cg05338497
97060,cg24133771
97061,cg20569839
97062,cg20873327
97063,cg02452416
97064,cg01807770
97065,cg01798097
97066,ch.11.2527482R
97067,cg24756213
97068,cg24769369
97069,cg12122403
97070,cg08681497
97071,cg20273422
97072,cg15128849
97073,cg07617207
97074,cg02493939
97075,cg05945266
97076,cg07094987
97077,cg06832861
97078,cg11859953
97079,cg23992209
97080,cg11815473
97081,cg25427880
97082,cg12342742
97083,cg05956608
97084,cg07503392
97085,cg02646480
97086,cg25009088
97087,cg26985149
97088,cg10399789
97089,cg14270650
97090,cg06089463
97091,cg06296021
97092,cg08030078
97093,cg02340801
97094,cg04148467
97095,cg26705561
97096,cg26847866
97097,cg22024295
97098,cg05177629
97099,cg07731916
97100,cg03962288
97101,cg23615488
97102,cg21957156
97103,cg06881898
97104,cg01574644
97105,cg16759976
97106,cg10933003
97107,cg02916272
97108,cg15394297
97109,cg14117562
97110,cg11648740
97111,cg27422507
97112,cg04496177
97113,cg00329770
97114,cg16226642
97115,cg03508052
97116,cg25734928
97117,cg04667458
97118,cg09696115
97119,cg14586472
97120,cg00918012
97121,cg07318284
97122,cg10188349
97123,cg03289576
97124,cg23008973
97125,cg05786278
97126,cg10347859
97127,cg09195657
97128,cg15603311
97129,cg00205786
97130,cg08520451
97131,cg16140449
97132,cg14058699
97133,cg08347373
97134,cg11367136
97135,cg18621852
97136,cg12648691
97137,cg22972444
97138,cg01841758
97139,cg18815343
97140,cg19828146
97141,cg10769844
97142,cg17153382
97143,cg24996278
97144,cg02283042
97145,cg03339609
97146,cg25617556
97147,cg09042752
97148,cg15033036
97149,cg05262316
97150,cg07070182
97151,cg01442064
97152,cg15652873
97153,cg05100479
97154,cg16045677
97155,cg26866348
97156,cg07715894
97157,cg14046986
97158,cg13616735
97159,cg00296578
97160,cg02003611
97161,cg00874055
97162,cg03080147
97163,cg11758407
97164,cg15138846
97165,cg11319211
97166,cg04908106
97167,cg07804728
97168,cg18692596
97169,cg02631959
97170,cg06348423
97171,cg13380562
97172,cg11319265
97173,cg00020794
97174,cg19366147
97175,cg13089729
97176,cg21760040
97177,cg09949845
97178,cg05109931
97179,cg08063013
97180,cg07820214
97181,cg12337005
97182,cg27512727
97183,cg12126706
97184,cg20733077
97185,cg14934253
97186,cg18878432
97187,cg11036290
97188,cg00388154
97189,cg16213567
97190,cg21640333
97191,cg08183303
97192,cg18064071
97193,cg05598969
97194,cg08633959
97195,cg17284536
97196,cg08188828
97197,cg05156550
97198,cg25935669
97199,cg01226231
97200,cg27265307
97201,cg14009749
97202,cg26468152
97203,cg17729668
97204,cg07440958
97205,cg18108623
97206,cg07469838
97207,cg12554925
97208,cg09633579
97209,ch.9.2473665R
97210,cg25396690
97211,cg14550426
97212,cg02261408
97213,cg22424675
97214,cg04310104
97215,cg18315623
97216,cg25161283
97217,cg04124201
97218,cg10136077
97219,cg24550880
97220,cg17756730
97221,cg04461949
97222,cg20073376
97223,cg03305017
97224,cg17868079
97225,cg03050663
97226,cg27424447
97227,cg22640452
97228,cg05361406
97229,cg14060417
97230,cg25023596
97231,cg22773522
97232,cg06019170
97233,cg07469215
97234,cg06647382
97235,cg11855705
97236,cg10564464
97237,cg16635874
97238,cg12641739
97239,cg17640744
97240,cg09931724
97241,cg23348081
97242,cg17705423
97243,cg02291020
97244,cg12186219
97245,cg06768939
97246,cg08778148
97247,cg18458509
97248,cg01972009
97249,cg24618387
97250,cg24427724
97251,cg20454486
97252,cg20344388
97253,cg09596429
97254,cg12158692
97255,cg19856444
97256,cg09345555
97257,cg06390536
97258,cg13557530
97259,cg16392310
97260,cg20947514
97261,cg04016621
97262,cg10483112
97263,cg04525189
97264,cg23321714
97265,cg17949147
97266,cg15880016
97267,cg19026320
97268,cg15652723
97269,cg03172807
97270,cg25355904
97271,cg05824050
97272,cg06329491
97273,cg20749059
97274,cg14732337
97275,cg26416341
97276,cg13368042
97277,cg25918821
97278,cg17014436
97279,cg00617305
97280,cg03799530
97281,cg23228694
97282,cg23378941
97283,cg07643096
97284,cg27303409
97285,cg19119538
97286,cg24890884
97287,cg12512545
97288,cg04862097
97289,cg00302979
97290,cg11254053
97291,cg02586730
97292,cg23091159
97293,cg14780449
97294,cg06894612
97295,cg06840895
97296,cg16314851
97297,cg14141238
97298,cg24196784
97299,cg25602756
97300,cg10577168
97301,cg03414898
97302,cg05748497
97303,cg05482722
97304,cg22372194
97305,cg05858130
97306,cg27243623
97307,cg03890344
97308,cg27428520
97309,cg26049136
97310,cg17094160
97311,cg03161190
97312,cg08382072
97313,cg08245147
97314,cg12398338
97315,cg24315876
97316,cg15229481
97317,cg10885779
97318,cg15091879
97319,cg07303840
97320,cg10181016
97321,cg20428153
97322,cg07050692
97323,cg05643494
97324,cg14688879
97325,cg15978561
97326,cg15344726
97327,cg25621888
97328,cg10625081
97329,cg00000236
97330,cg24509104
97331,cg18164784
97332,cg07663278
97333,cg15096505
97334,cg00314000
97335,cg05399718
97336,cg21421172
97337,cg04739149
97338,cg19758848
97339,cg10806236
97340,cg02595061
97341,cg23977108
97342,cg03115547
97343,cg02393091
97344,ch.2.346154R
97345,cg06809326
97346,cg21115727
97347,cg17853801
97348,cg19756885
97349,cg17418055
97350,cg19152255
97351,cg25236050
97352,cg11753018
97353,cg17376609
97354,cg02891801
97355,cg18882156
97356,cg24046110
97357,cg07706053
97358,cg14472291
97359,cg00212114
97360,cg11785538
97361,cg00317020
97362,cg21258697
97363,cg00474218
97364,cg17835961
97365,cg05631625
97366,cg15056751
97367,cg17350006
97368,cg19404567
97369,cg17069533
97370,cg19076895
97371,cg02568670
97372,cg11070929
97373,cg24328054
97374,cg07013955
97375,cg08254733
97376,cg08472459
97377,cg17140476
97378,cg13984169
97379,cg01779679
97380,cg18643383
97381,cg00895231
97382,cg07857444
97383,cg08228813
97384,cg12335829
97385,cg01107741
97386,cg10505819
97387,cg20761853
97388,cg13446689
97389,cg03000596
97390,cg14951497
97391,cg06649191
97392,cg03547523
97393,cg08314666
97394,cg01566404
97395,cg00154986
97396,cg10654546
97397,cg20334116
97398,cg21104546
97399,cg12682805
97400,cg03117819
97401,cg01005349
97402,cg15375344
97403,cg20690922
97404,cg17461443
97405,cg00235442
97406,cg13784557
97407,cg00782708
97408,cg04561804
97409,cg26696906
97410,cg12358527
97411,cg07804963
97412,cg11391201
97413,cg03443360
97414,cg03089717
97415,cg04122390
97416,cg09163021
97417,cg21172807
97418,cg02483449
97419,cg20097593
97420,cg19778003
97421,cg22768082
97422,cg02694994
97423,cg02263165
97424,cg26986319
97425,ch.1.2648414R
97426,cg24375938
97427,cg26878165
97428,cg01087463
97429,cg24192909
97430,cg13877631
97431,cg10573932
97432,cg00784263
97433,cg02924370
97434,cg01900066
97435,cg06127801
97436,cg11082779
97437,cg02203484
97438,cg25942526
97439,cg03441993
97440,cg11898648
97441,cg14510207
97442,cg14581063
97443,cg27111444
97444,cg05980081
97445,cg22028542
97446,cg18811819
97447,cg19508454
97448,cg26274352
97449,cg10602271
97450,cg14039779
97451,cg00306426
97452,cg14596589
97453,cg06712541
97454,cg12743115
97455,cg09359064
97456,cg20103124
97457,ch.2.235177505R
97458,cg13307384
97459,cg01013336
97460,cg09526215
97461,cg21234471
97462,cg25562534
97463,cg00890485
97464,cg25941154
97465,cg10278149
97466,cg16238000
97467,cg13981425
97468,cg18819275
97469,cg20497120
97470,cg17903782
97471,cg17849972
97472,cg25132957
97473,cg09563777
97474,cg23957126
97475,cg21483092
97476,cg00106767
97477,cg03330552
97478,cg17566735
97479,cg10769658
97480,cg14162144
97481,cg13340272
97482,cg08176502
97483,cg23038014
97484,cg14821923
97485,cg10421672
97486,cg17175984
97487,cg10113864
97488,cg02002207
97489,cg07681561
97490,cg00604640
97491,cg10087519
97492,cg21593588
97493,cg22046535
97494,cg08052882
97495,cg09062640
97496,cg11071900
97497,cg16261704
97498,cg16785953
97499,cg12489727
97500,cg20900008
97501,cg12368542
97502,cg03628719
97503,cg20603609
97504,cg13315838
97505,cg02805690
97506,cg14521702
97507,cg26489369
97508,cg22307974
97509,cg13664079
97510,cg15168603
97511,cg25598086
97512,cg21808448
97513,cg00817885
97514,cg10271880
97515,cg05323731
97516,cg05845141
97517,cg08736634
97518,cg23729997
97519,cg00663686
97520,cg06528231
97521,cg11578064
97522,cg14246204
97523,cg20013177
97524,cg22494078
97525,cg25661049
97526,cg03584646
97527,cg22527793
97528,cg24815934
97529,cg14667406
97530,cg02939781
97531,cg10485411
97532,cg05104897
97533,ch.22.757911F
97534,cg14199570
97535,cg16413785
97536,cg27012021
97537,cg26313699
97538,cg20029311
97539,cg04853843
97540,cg14790876
97541,cg02566518
97542,cg01262290
97543,cg02459827
97544,cg08955859
97545,cg01026730
97546,cg05279761
97547,cg00044289
97548,cg07816809
97549,cg12618270
97550,cg15138570
97551,cg18369325
97552,cg13725763
97553,cg19160624
97554,cg07226484
97555,cg21287883
97556,cg18494272
97557,cg10169763
97558,cg08092050
97559,cg20668096
97560,cg15984997
97561,cg13793214
97562,cg06503456
97563,cg08985885
97564,cg20490724
97565,cg05292954
97566,cg02772905
97567,cg03001305
97568,cg02803345
97569,cg24481594
